response_id,scenario,generation_number,response,experimental_condition,t_dist_cosine,centroid_dist,m_pairwise_dist,cluster_kmeans,cluster_kmeans_centroid_dist,cluster_kmeans_label,participant,llm,word_count,TTR,C,Flesch,FOG,SMOG,mean_verbs,mean_nouns,verb_rate,noun_rate
4,1,4,Consider alternative therapies.,human,0.522542502,0.371576581,0.726133978,5,0.277759267,See if there are alternative medications.,4,0,3,1,1,-78.21,41.2,13.0238668,1,1,0.333333333,0.333333333
4,1,5,Crowd fund or ask friends and family.,human,0.298439998,0.330035384,0.691504426,7,0.260476034,Start a GoFund me.,4,0,7,1,1,90.95857143,8.514285714,8.841846275,1,3,0.142857143,0.428571429
5,1,1,He could start a go fund me campaign.,human,0.43980998,0.278221873,0.576532571,7,0.20490281,Start a GoFund me.,5,0,8,1,1,103.54,3.2,3.1291,2,2,0.25,0.25
5,1,2,He could see if their is a way to get a discount from the drug company.,human,0.475161232,0.388128118,0.679082472,2,0.282756958,Look into discount programs or financial assistance from the pharmaceutical company.,5,0,16,0.9375,0.976722649,90.1325,8.9,8.841846275,4,4,0.25,0.25
5,1,3,He could rob a store or a bank.,human,0.554511228,0.219590139,0.521825228,0,0.342333655,Steal money.,5,0,8,0.875,0.935784974,114.115,3.2,3.1291,2,2,0.25,0.25
5,1,4,He could borrow money from a loved one.,human,0.363681787,0.188857039,0.493149184,1,0.245220362,Borrow money.,5,0,8,1,1,92.965,3.2,3.1291,3,2,0.375,0.25
5,1,5,He could steal money from a loved one.,human,0.576447955,0.192934401,0.496953636,0,0.323364386,Steal money.,5,0,8,1,1,103.54,3.2,3.1291,3,2,0.375,0.25
6,1,1,Ask a family member for money.,human,0.288629164,0.170266056,0.528355942,1,0.216313875,Borrow money.,6,0,6,1,1,59.745,9.066666667,8.841846275,1,3,0.166666667,0.5
6,1,2,Ask a friend for money.,human,0.298118281,0.163862998,0.522787014,1,0.219529992,Borrow money.,6,0,5,1,1,100.24,2,3.1291,1,2,0.2,0.4
6,1,3,Ask the pharmacy for discounts.,human,0.430785586,0.366386191,0.698927401,2,0.180805405,Look into discount programs or financial assistance from the pharmaceutical company.,6,0,5,1,1,66.4,10,8.841846275,1,2,0.2,0.4
6,1,4,Start a go fund me.,human,0.355140498,0.337173642,0.673520388,7,0.101001057,Start a GoFund me.,6,0,5,1,1,117.16,2,3.1291,1,1,0.2,0.2
6,1,5,Not buy it.,human,0.631434523,0.483393258,0.800691896,6,0.44792937,Do nothing.,6,0,3,1,1,119.19,1.2,3.1291,1,0,0.333333333,0
7,1,1,Start  a GoFund me or Crowdfund.,human,0.381908144,0.393984212,0.733265275,7,0.12333072,Start a GoFund me.,7,0,6,1,1,87.945,2.4,3.1291,1,2,0.166666667,0.333333333
7,1,2,Steal money from someone to opay for the meds.,human,0.351442415,0.295565408,0.649345987,10,0.232596789,Steal the medication.,7,0,9,1,1,84.9,3.6,3.1291,1,2,0.111111111,0.222222222
7,1,3,Attempt ro find alternate or generic treatments.,human,0.516158241,0.323275192,0.672973436,5,0.255217404,See if there are alternative medications.,7,0,7,1,1,42.61571429,14.22857143,11.20814326,1,3,0.142857143,0.428571429
7,1,4,Contact drug manufacturer to see if they have any assistance programs.,human,0.466912091,0.315565983,0.666399984,2,0.23098675,Look into discount programs or financial assistance from the pharmaceutical company.,7,0,11,1,1,41.85181818,11.67272727,11.20814326,3,4,0.272727273,0.363636364
7,1,5,Plea with insurance company to reconsider covering the med.,human,0.452805862,0.260907798,0.619794297,12,0.256979822,Ask insurance to reconsider.,7,0,9,1,1,28.5,21.37777778,14.55459255,2,4,0.222222222,0.444444444
8,1,1,Contact her health provider to see if an assistance program is in place.,human,0.461319908,0.198534315,0.523391196,9,0.319765056,Seek financial assistance from charities or nonprofit organizations.,8,0,13,1,1,69.99384615,11.35384615,11.20814326,4,4,0.307692308,0.307692308
8,1,2,Contact the drug manufacturer to see if an assistance program is in place.,human,0.464665448,0.221140331,0.543885811,2,0.225779458,Look into discount programs or financial assistance from the pharmaceutical company.,8,0,13,1,1,56.97846154,11.35384615,11.20814326,3,5,0.230769231,0.384615385
8,1,3,Seach to see if any community social sevices organizations provide this type of assistance.,human,0.534585521,0.271636689,0.58966581,9,0.284017512,Seek financial assistance from charities or nonprofit organizations.,8,0,14,1,1,23.425,17.02857143,14.55459255,3,5,0.214285714,0.357142857
8,1,4,Look towards social media for a good samaritan.,human,0.522397932,0.337211104,0.649115576,9,0.469425606,Seek financial assistance from charities or nonprofit organizations.,8,0,8,1,1,40.09,13.2,11.20814326,1,2,0.125,0.25
8,1,5,"Start a ""go fund me"" to raise money for Rx.",human,0.329066154,0.345077494,0.656247245,7,0.206140541,Start a GoFund me.,8,0,10,1,1,103.625,4,3.1291,3,2,0.3,0.2
9,1,1,See if there is any programs that may cover it.,human,0.445325433,0.339605346,0.691165823,9,0.35228038,Seek financial assistance from charities or nonprofit organizations.,9,0,10,1,1,86.705,4,3.1291,4,1,0.4,0.1
9,1,2,Contact local churches to see if they can help.,human,0.47781279,0.300104379,0.657739613,9,0.326248726,Seek financial assistance from charities or nonprofit organizations.,9,0,9,1,1,84.9,3.6,3.1291,4,1,0.444444444,0.111111111
9,1,3,Ask friends and family.,human,0.394874586,0.310149873,0.666240235,8,0.141643899,Ask family and friends for help.,9,0,4,1,1,75.875,11.6,8.841846275,1,2,0.25,0.5
9,1,4,Sell or pawn something.,human,0.446242472,0.356126211,0.705145985,4,0.191530719,Sell some things.,9,0,4,1,1,97.025,1.6,3.1291,2,0,0.5,0
9,1,5,Take out a payday loan.,human,0.382055373,0.309164397,0.665406313,1,0.242402165,Borrow money.,9,0,5,1,1,100.24,2,3.1291,1,2,0.2,0.4
10,1,1,Ask the doctor for assistance.,human,0.481888248,0.430928185,0.774917898,5,0.341133133,See if there are alternative medications.,10,0,5,1,1,66.4,10,8.841846275,1,2,0.2,0.4
10,1,2,Seek financial aid program.,human,0.389550789,0.250575125,0.624352524,9,0.265515152,Seek financial assistance from charities or nonprofit organizations.,10,0,4,1,1,54.725,11.6,8.841846275,0,3,0,0.75
10,1,3,Apply for a payment plan.,human,0.462820196,0.300317777,0.665879521,9,0.425208767,Seek financial assistance from charities or nonprofit organizations.,10,0,5,1,1,83.32,2,3.1291,0,2,0,0.4
10,1,4,Crowdfunding.,human,0.541330999,0.406859269,0.754824281,7,0.294161025,Start a GoFund me.,10,0,1,1,NA,-47.98,40.4,8.841846275,0,1,0,1
10,1,5,Borrow money from family or friends.,human,0.262222942,0.27197238,0.64221574,1,0.13171744,Borrow money.,10,0,6,1,1,59.745,9.066666667,8.841846275,0,3,0,0.5
11,1,1,Seek financial support.,human,0.267928299,0.266895812,0.67023313,9,0.254430071,Seek financial assistance from charities or nonprofit organizations.,11,0,3,1,1,34.59,14.53333333,8.841846275,0,2,0,0.666666667
11,1,2,Crowdfunding.,human,0.541330999,0.400813418,0.776140302,7,0.294161025,Start a GoFund me.,11,0,1,1,NA,-47.98,40.4,8.841846275,0,1,0,1
11,1,3,Talk to Pharmacy.,human,0.526207573,0.402529824,0.777497702,2,0.352558321,Look into discount programs or financial assistance from the pharmaceutical company.,11,0,3,1,1,62.79,14.53333333,8.841846275,1,1,0.333333333,0.333333333
11,1,4,Consult with Doctor.,human,0.554587252,0.372669809,0.753883258,5,0.376338715,See if there are alternative medications.,11,0,3,1,1,62.79,1.2,3.1291,0,2,0,0.666666667
11,1,5,Find charity organizations.,human,0.573719386,0.393737935,0.770544739,9,0.38428923,Seek financial assistance from charities or nonprofit organizations.,11,0,3,1,1,-50.01,27.86666667,11.20814326,1,2,0.333333333,0.666666667
12,1,1,Borrow money.,human,0.283274825,0.162578303,0.467936398,1,0.102080235,Borrow money.,12,0,2,1,1,35.605,0.8,3.1291,0,1,0,0.5
12,1,2,Steal money.,human,0.442155405,0.244335471,0.544288976,0,0.028884572,Steal money.,12,0,2,1,1,77.905,0.8,3.1291,0,1,0,0.5
12,1,3,Pawn valuables.,human,0.509734976,0.253829771,0.553155651,4,0.390282835,Sell some things.,12,0,2,1,1,35.605,20.8,8.841846275,0,1,0,0.5
12,1,4,Mortgage the house.,human,0.417975561,0.227844245,0.528887908,1,0.345110605,Borrow money.,12,0,3,1,1,90.99,1.2,3.1291,1,1,0.333333333,0.333333333
12,1,5,Setup a go fund me.,human,0.398964794,0.3758338,0.667094555,7,0.145324685,Start a GoFund me.,12,0,5,1,1,100.24,2,3.1291,1,1,0.2,0.2
13,1,1,Ask family.,human,0.433696817,0.169134333,0.540899797,8,0.155301942,Ask family and friends for help.,13,0,2,1,1,35.605,20.8,8.841846275,1,1,0.5,0.5
13,1,2,New insurance.,human,0.646923982,0.527455601,0.846708177,12,0.341297357,Ask insurance to reconsider.,13,0,2,1,1,35.605,20.8,8.841846275,0,1,0,0.5
13,1,3,Gofundme.,human,0.481302587,0.410904361,0.747237816,7,0.205363723,Start a GoFund me.,13,0,1,1,NA,-47.98,40.4,8.841846275,0,1,0,1
13,1,4,Ask friends.,human,0.436239826,0.220689617,0.584899523,8,0.179976109,Ask family and friends for help.,13,0,2,1,1,120.205,0.8,3.1291,1,1,0.5,0.5
13,1,5,Ask his/her family.,human,0.532226316,0.2580262,0.616764336,8,0.344955241,Ask family and friends for help.,13,0,4,1,1,75.875,11.6,8.841846275,1,1,0.25,0.25
14,1,1,Reach out to family or friends for financial help.,human,0.295193153,0.19402293,0.497076994,1,0.281434799,Borrow money.,14,0,9,1,1,75.5,12.48888889,11.20814326,1,3,0.111111111,0.333333333
14,1,2,Look into discount programs or financial assistance from the pharmaceutical company.,human,0.379777532,0.256300796,0.555255371,2,0.144918029,Look into discount programs or financial assistance from the pharmaceutical company.,14,0,11,1,1,11.08818182,18.94545455,14.55459255,1,4,0.090909091,0.363636364
14,1,3,Sell personal belongings or valuables to raise the money.,human,0.345544336,0.308479421,0.603999298,4,0.215070961,Sell some things.,14,0,9,1,1,47.3,16.93333333,13.0238668,1,3,0.111111111,0.333333333
14,1,4,Consider taking out a loan or using a credit card to pay for the medication.,human,0.328964236,0.217692788,0.519188765,10,0.283969325,Steal the medication.,14,0,15,0.933333333,0.974523046,61.89,11.33333333,11.20814326,4,4,0.266666667,0.266666667
14,1,5,Contact a local charity or nonprofit organization that provides financial assistance for medical needs.,human,0.464525733,0.286807158,0.583753628,9,0.278695559,Seek financial assistance from charities or nonprofit organizations.,14,0,14,1,1,5.296428571,22.74285714,17.1224134,2,5,0.142857143,0.357142857
15,1,1,Ask from assistance from family.,human,0.360744335,0.239287458,0.562208486,8,0.121494713,Ask family and friends for help.,15,0,5,0.8,0.861353116,49.48,18,11.20814326,1,2,0.2,0.4
15,1,2,Ask for assistance from friends.,human,0.381685415,0.25736598,0.578554022,8,0.13771928,Ask family and friends for help.,15,0,5,1,1,83.32,10,8.841846275,1,2,0.2,0.4
15,1,3,Ask if the doctor has any samples.,human,0.49782248,0.24541206,0.56774599,2,0.344138195,Look into discount programs or financial assistance from the pharmaceutical company.,15,0,7,1,1,78.87285714,2.8,3.1291,2,2,0.285714286,0.285714286
15,1,4,Ask if the doctor has any coupons towards discounts.,human,0.493857854,0.264062554,0.58460867,2,0.266305399,Look into discount programs or financial assistance from the pharmaceutical company.,15,0,9,1,1,66.1,3.6,3.1291,2,3,0.222222222,0.333333333
15,1,5,Try to negotiate with the insurance company.,human,0.460303135,0.377307341,0.686997942,12,0.195126284,Ask insurance to reconsider.,15,0,7,1,1,30.53,19.94285714,13.0238668,2,2,0.285714286,0.285714286
16,1,1,Fundraiser.,human,0.526221683,0.387087482,0.717925171,7,0.285534611,Start a GoFund me.,16,0,1,1,NA,-47.98,40.4,8.841846275,0,1,0,1
16,1,2,Ask family.,human,0.433696817,0.255207505,0.603438985,8,0.155301942,Ask family and friends for help.,16,0,2,1,1,35.605,20.8,8.841846275,1,1,0.5,0.5
16,1,3,Ask friends.,human,0.436239826,0.239325567,0.589651733,8,0.179976109,Ask family and friends for help.,16,0,2,1,1,120.205,0.8,3.1291,1,1,0.5,0.5
16,1,4,Take a loan.,human,0.31067421,0.323695745,0.662894238,1,0.151609071,Borrow money.,16,0,3,1,1,119.19,1.2,3.1291,1,1,0.333333333,0.333333333
16,1,5,Sell valuable personal stuff.,human,0.436280323,0.322247987,0.661637426,4,0.193105691,Sell some things.,16,0,4,1,1,33.575,21.6,11.20814326,0,2,0,0.5
17,1,1,Take out a loan.,human,0.314566583,0.286918521,0.660432206,1,0.150082389,Borrow money.,17,0,4,1,1,118.175,1.6,3.1291,1,1,0.25,0.25
17,1,2,Rob the pharmacy.,human,0.45141939,0.310323303,0.679783018,10,0.323351688,Steal the medication.,17,0,3,1,1,62.79,14.53333333,8.841846275,1,1,0.333333333,0.333333333
17,1,3,Ask for money.,human,0.365385496,0.31693671,0.685250909,1,0.354656176,Borrow money.,17,0,3,1,1,90.99,1.2,3.1291,1,1,0.333333333,0.333333333
17,1,4,Kill wife.,human,0.660431024,0.386541308,0.742799212,6,0.504875836,Do nothing.,17,0,2,1,1,120.205,0.8,3.1291,0,1,0,0.5
17,1,5,Call insurance company.,human,0.540533125,0.392124878,0.747415645,12,0.200474422,Ask insurance to reconsider.,17,0,3,1,1,6.39,27.86666667,11.20814326,1,2,0.333333333,0.666666667
18,1,1,Borrow money from friends and family.,human,0.274134039,0.201736109,0.608595006,1,0.133127373,Borrow money.,18,0,6,1,1,59.745,9.066666667,8.841846275,0,3,0,0.5
18,1,2,Borrow money from the bank.,human,0.343538285,0.22474872,0.627085637,1,0.145874603,Borrow money.,18,0,5,1,1,83.32,2,3.1291,0,2,0,0.4
18,1,3,Contact government assistance services.,human,0.510319159,0.440766975,0.800656294,9,0.274191985,Seek financial assistance from charities or nonprofit organizations.,18,0,4,1,1,-29.875,31.6,13.0238668,1,3,0.25,0.75
18,1,4,Crowdfunding.,human,0.541330999,0.396495684,0.765084314,7,0.294161025,Start a GoFund me.,18,0,1,1,NA,-47.98,40.4,8.841846275,0,1,0,1
18,1,5,Not use the medicine.,human,0.647053106,0.522252719,0.866130085,10,0.431396738,Steal the medication.,18,0,4,1,1,75.875,11.6,8.841846275,1,1,0.25,0.25
19,1,1,Ask pharmacy/doctors about alternatives or discounts.,human,0.407217114,0.405807962,0.746089496,2,0.199084222,Look into discount programs or financial assistance from the pharmaceutical company.,19,0,7,1,1,18.44428571,14.22857143,11.20814326,1,4,0.142857143,0.571428571
19,1,2,Ask friends and family for assistance.,human,0.358555541,0.31137047,0.666000836,8,0.115163896,Ask family and friends for help.,19,0,6,1,1,59.745,15.73333333,11.20814326,1,3,0.166666667,0.5
19,1,3,Sell possessions or take on extra work to get the money for it.,human,0.357664292,0.248361382,0.612565348,11,0.274997826,Work an extra job.,19,0,13,1,1,83.00923077,8.276923077,8.841846275,1,4,0.076923077,0.307692308
19,1,4,Start a gofundme campaign to get the money needed.,human,0.366111106,0.285715775,0.644244115,7,0.153932393,Start a GoFund me.,19,0,9,1,1,66.1,8.044444444,8.841846275,3,2,0.333333333,0.222222222
19,1,5,Rob a bank.,human,0.458457744,0.356504383,0.704277102,0,0.258041921,Steal money.,19,0,3,1,1,119.19,1.2,3.1291,1,1,0.333333333,0.333333333
20,1,1,Hope.,human,0.711427033,0.357227527,0.739584249,6,0.51086542,Do nothing.,20,0,1,1,NA,121.22,0.4,3.1291,1,0,1,0
20,1,2,Seek for alternative options.,human,0.436051026,0.360082247,0.741851138,5,0.313089925,See if there are alternative medications.,20,0,4,1,1,33.575,11.6,8.841846275,0,2,0,0.5
20,1,3,Pray.,human,0.515930546,0.281845826,0.679724798,6,0.392381682,Do nothing.,20,0,1,1,NA,121.22,0.4,3.1291,0,0,0,0
20,1,4,Seek medical information.,human,0.555376682,0.418244415,0.788036823,5,0.3849921,See if there are alternative medications.,20,0,3,1,1,-21.81,27.86666667,11.20814326,0,1,0,0.333333333
20,1,5,Loan.,human,0.528982526,0.406261405,0.778521299,1,0.395734263,Borrow money.,20,0,1,1,NA,121.22,0.4,3.1291,0,0,0,0
21,1,1,Get help.,human,0.411241781,0.272727008,0.644186321,8,0.375102711,Ask family and friends for help.,21,0,2,1,1,120.205,0.8,3.1291,1,1,0.5,0.5
21,1,2,Ask for cheaper script.,human,0.452604042,0.368114185,0.723643221,2,0.426239832,Look into discount programs or financial assistance from the pharmaceutical company.,21,0,4,1,1,97.025,1.6,3.1291,1,1,0.25,0.25
21,1,3,Go fund me.,human,0.453505981,0.365044312,0.721086036,7,0.184887026,Start a GoFund me.,21,0,3,1,1,119.19,1.2,3.1291,1,0,0.333333333,0
21,1,4,Go to hospitol.,human,0.546548614,0.336905083,0.697646241,6,0.467738352,Do nothing.,21,0,3,1,1,62.79,14.53333333,8.841846275,1,1,0.333333333,0.333333333
21,1,5,Find better insurance.,human,0.432778665,0.325235394,0.687925466,12,0.225137424,Ask insurance to reconsider.,21,0,3,1,1,34.59,14.53333333,8.841846275,1,1,0.333333333,0.333333333
22,1,1,Work extra to get extra money.,human,0.513459701,0.33167438,0.669184609,11,0.191346715,Work an extra job.,22,0,6,0.833333333,0.898244402,73.845,2.4,3.1291,2,1,0.333333333,0.166666667
22,1,2,Get a loan from the bank.,human,0.373472012,0.282780017,0.62669245,1,0.191176559,Borrow money.,22,0,6,1,1,116.145,2.4,3.1291,1,2,0.166666667,0.333333333
22,1,3,Ask for help (go fund me).,human,0.29046662,0.278585173,0.623046877,7,0.216456778,Start a GoFund me.,22,0,6,1,1,116.145,2.4,3.1291,2,1,0.333333333,0.166666667
22,1,4,Take money from retirement/savings.,human,0.391032126,0.255627555,0.603095319,1,0.366367434,Borrow money.,22,0,5,1,1,32.56,10,8.841846275,1,3,0.2,0.6
22,1,5,Search up other types of insurance that can cover the cost.,human,0.465601177,0.375090916,0.706916205,12,0.320773847,Ask insurance to reconsider.,22,0,11,1,1,80.30636364,8.036363636,8.841846275,3,3,0.272727273,0.272727273
23,1,1,Source for money from family.,human,0.387020086,0.184581891,0.515121496,1,0.316352172,Borrow money.,23,0,5,1,1,66.4,10,8.841846275,0,3,0,0.6
23,1,2,Source for money from friends.,human,0.396909465,0.168997841,0.501076697,1,0.326592846,Borrow money.,23,0,5,1,1,100.24,2,3.1291,0,3,0,0.6
23,1,3,Sell some valuable assets.,human,0.431074034,0.353433555,0.667295524,4,0.191787552,Sell some things.,23,0,4,1,1,54.725,11.6,8.841846275,0,1,0,0.25
23,1,4,Use credit card.,human,0.509205484,0.392552287,0.702550463,1,0.445311094,Borrow money.,23,0,3,1,1,90.99,1.2,3.1291,0,3,0,1
23,1,5,Fund raising.,human,0.502323932,0.295518148,0.615100476,7,0.261185343,Start a GoFund me.,23,0,2,1,1,77.905,0.8,3.1291,0,1,0,0.5
24,1,1,Seek financial.,human,0.358317779,0.27904583,0.652711784,9,0.379226908,Seek financial assistance from charities or nonprofit organizations.,24,0,2,1,1,35.605,20.8,8.841846275,0,1,0,0.5
24,1,2,Contact the doctor.,human,0.555641241,0.336209048,0.700069741,5,0.413374984,See if there are alternative medications.,24,0,3,1,1,62.79,1.2,3.1291,1,1,0.333333333,0.333333333
24,1,3,Look for a suitable payment plan.,human,0.410765058,0.342947265,0.705652146,9,0.403151368,Seek financial assistance from charities or nonprofit organizations.,24,0,6,1,1,73.845,9.066666667,8.841846275,1,2,0.166666667,0.333333333
24,1,4,Explore sourcing at different place.,human,0.620978807,0.412368463,0.763165459,5,0.608261112,See if there are alternative medications.,24,0,5,1,1,49.48,10,8.841846275,0,2,0,0.4
24,1,5,Contacr the phama company.,human,0.521508803,0.315553197,0.682957008,2,0.342281269,Look into discount programs or financial assistance from the pharmaceutical company.,24,0,4,1,1,33.575,11.6,8.841846275,1,2,0.25,0.5
25,1,1,Research different coupons.,human,0.591448696,0.345757084,0.677669264,2,0.520069778,Look into discount programs or financial assistance from the pharmaceutical company.,25,0,3,1,1,6.39,14.53333333,8.841846275,1,1,0.333333333,0.333333333
25,1,2,Ask the prescriber if there is a cheaper medication.,human,0.460171835,0.220340591,0.567955102,5,0.273987868,See if there are alternative medications.,25,0,9,1,1,56.7,12.48888889,11.20814326,2,2,0.222222222,0.222222222
25,1,3,Ask the pharmacy if there are any coupons.,human,0.485183211,0.167915945,0.522094099,2,0.229878417,Look into discount programs or financial assistance from the pharmaceutical company.,25,0,8,1,1,71.815,8.2,8.841846275,2,2,0.25,0.25
25,1,4,Call your insurance and question it.,human,0.572852555,0.355827562,0.686478904,12,0.260962538,Ask insurance to reconsider.,25,0,6,1,1,73.845,9.066666667,8.841846275,2,1,0.333333333,0.166666667
25,1,5,Ask a family member for assistance.,human,0.41615512,0.410964733,0.73471282,8,0.175916215,Ask family and friends for help.,25,0,6,1,1,45.645,15.73333333,11.20814326,1,3,0.166666667,0.5
26,1,1,They should make a whatsapp group for fund raising.,human,0.605521355,0.33003838,0.710818826,7,0.414291788,Start a GoFund me.,26,0,9,1,1,94.3,3.6,3.1291,2,4,0.222222222,0.444444444
26,1,2,They should raise the issue on social media platforms.,human,0.651105147,0.319283715,0.702163535,7,0.572799512,Start a GoFund me.,26,0,9,1,1,66.1,8.044444444,8.841846275,2,3,0.222222222,0.333333333
26,1,3,They should cut their expenses.,human,0.582066358,0.305921053,0.691409342,4,0.578102093,Sell some things.,26,0,5,1,1,83.32,10,8.841846275,2,1,0.4,0.2
26,1,4,Increase savings.,human,0.515089643,0.360370087,0.735229605,11,0.475752533,Work an extra job.,26,0,2,1,1,35.605,0.8,3.1291,0,1,0,0.5
26,1,5,Pray to God.,human,0.525857342,0.465210273,0.81960437,6,0.459071601,Do nothing.,26,0,3,1,1,119.19,1.2,3.1291,1,1,0.333333333,0.333333333
27,1,1,They could try a different drug store.,human,0.522403986,0.264297842,0.563724302,5,0.391429229,See if there are alternative medications.,27,0,7,1,1,90.95857143,8.514285714,8.841846275,2,2,0.285714286,0.285714286
27,1,2,They could ask for a generic brand if it did the same.,human,0.61289221,0.237417346,0.53864971,5,0.502025494,See if there are alternative medications.,27,0,12,1,1,95.955,8.133333333,8.841846275,3,1,0.25,0.083333333
27,1,3,They could ask around.,human,0.530902235,0.23577628,0.537118895,8,0.436632923,Ask family and friends for help.,27,0,4,1,1,97.025,1.6,3.1291,2,0,0.5,0
27,1,4,They could talk to their doctor explaining they cannot afford it.,human,0.47459654,0.276286753,0.574907765,2,0.380405871,Look into discount programs or financial assistance from the pharmaceutical company.,27,0,11,0.909090909,0.960252568,72.61545455,8.036363636,8.841846275,5,1,0.454545455,0.090909091
27,1,5,They could ask to borrow money.,human,0.415886613,0.25495259,0.555006889,1,0.312822207,Borrow money.,27,0,6,1,1,87.945,2.4,3.1291,3,1,0.5,0.166666667
28,1,1,Find out if there is an agency that could help to cover the cost.,human,0.432047209,0.312310199,0.663177882,9,0.311006896,Seek financial assistance from charities or nonprofit organizations.,28,0,14,1,1,89.89642857,8.457142857,8.841846275,5,2,0.357142857,0.142857143
28,1,2,See if there is a generic version.,human,0.518631988,0.304787998,0.656759009,5,0.301764614,See if there are alternative medications.,28,0,7,1,1,78.87285714,8.514285714,8.841846275,2,1,0.285714286,0.142857143
28,1,3,Talk to her doctor.,human,0.599485162,0.349936693,0.695285467,5,0.41742861,See if there are alternative medications.,28,0,4,1,1,97.025,1.6,3.1291,1,1,0.25,0.25
28,1,4,Talk to their insurance provider.,human,0.497311644,0.291193971,0.645158901,12,0.247812766,Ask insurance to reconsider.,28,0,5,1,1,49.48,18,11.20814326,1,2,0.2,0.4
28,1,5,Go online and see if there are any viable solutions.,human,0.560920232,0.328475685,0.676972277,5,0.499777627,See if there are alternative medications.,28,0,10,1,1,61.325,12,11.20814326,3,1,0.3,0.1
29,1,1,Put it on a credit card and pay off over time.,human,0.534000264,0.404848654,0.782982437,1,0.465665352,Borrow money.,29,0,11,1,1,95.68818182,4.4,3.1291,2,3,0.181818182,0.272727273
